queue_order,person_id,province,excel_row,identity_resolution,candidate_names,current_organization,current_title,current_verification_status,evidence_grade,evidence_url,unresolved_reason
145,FC2515-P05-R0023,河北,23,CURRENT_ENTERPRISE_ROLE_IDENTIFIED,詹国海,河北鑫海控股集团有限公司,董事长,CURRENT_ORG_TITLE_CONFIRMED,B,https://heb.hebccw.cn/system/2026/03/04/102158454.shtml,
146,FC2515-P05-R0024,河北,24,IDENTITY_ONLY_OFFICIAL_ROSTER,贺素成,,,UNRESOLVED_CURRENT_ORG_TITLE,A,https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_he/202207/t20220715_312762.html,"Official federation roster confirms this source identity/role, but no sufficiently current and specific A/B employer-title evidence was found in this batch; name-only matches were rejected."
147,FC2515-P05-R0025,河北,25,CURRENT_ENTERPRISE_ROLE_IDENTIFIED,姚奎章,河北养元智汇饮品股份有限公司,董事长,CURRENT_ORG_TITLE_CONFIRMED,B,https://m.sohu.com/a/1068091023_122014422,
148,FC2515-P05-R0026,河北,26,IDENTITY_ONLY_OFFICIAL_ROSTER,张洪顺,,,UNRESOLVED_CURRENT_ORG_TITLE,A,https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_he/202207/t20220715_312762.html,"Official federation roster confirms this source identity/role, but no sufficiently current and specific A/B employer-title evidence was found in this batch; name-only matches were rejected."
149,FC2515-P05-R0027,河北,27,IDENTITY_ONLY_OFFICIAL_ROSTER,王英其,,,UNRESOLVED_CURRENT_ORG_TITLE,A,https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_he/202207/t20220715_312762.html,"Official federation roster confirms this source identity/role, but no sufficiently current and specific A/B employer-title evidence was found in this batch; name-only matches were rejected."
150,FC2515-P05-R0028,河北,28,IDENTITY_ONLY_OFFICIAL_ROSTER,宣武兵,,,UNRESOLVED_CURRENT_ORG_TITLE,A,https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_he/202207/t20220715_312762.html,"Official federation roster confirms this source identity/role, but no sufficiently current and specific A/B employer-title evidence was found in this batch; name-only matches were rejected."
151,FC2515-P05-R0029,河北,29,IDENTITY_ONLY_OFFICIAL_ROSTER,康文哲,,,UNRESOLVED_CURRENT_ORG_TITLE,A,https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_he/202207/t20220715_312762.html,"Official federation roster confirms this source identity/role, but no sufficiently current and specific A/B employer-title evidence was found in this batch; name-only matches were rejected."
152,FC2515-P05-R0030,河北,30,CURRENT_ENTERPRISE_ROLE_IDENTIFIED,苏学军,石家庄四药有限公司,董事长,CURRENT_ORG_TITLE_CONFIRMED,A,https://www.acfic.org.cn/ztzlhz/myqyzth2025/myqyzth2025_xxgc/202502/t20250228_313701.html,
153,FC2515-P05-R0031,河北,31,IDENTITY_ONLY_OFFICIAL_ROSTER,胡坤,,,UNRESOLVED_CURRENT_ORG_TITLE,A,https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_he/202207/t20220715_312762.html,"Official federation roster confirms this source identity/role, but no sufficiently current and specific A/B employer-title evidence was found in this batch; name-only matches were rejected."
154,FC2515-P05-R0032,河北,32,IDENTITY_ONLY_OFFICIAL_ROSTER,周超男,,,UNRESOLVED_CURRENT_ORG_TITLE,A,https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_he/202207/t20220715_312762.html,"Official federation roster confirms this source identity/role, but no sufficiently current and specific A/B employer-title evidence was found in this batch; name-only matches were rejected."
155,FC2515-P05-R0033,河北,33,IDENTITY_ONLY_OFFICIAL_ROSTER,杨壹名,,,UNRESOLVED_CURRENT_ORG_TITLE,A,https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_he/202207/t20220715_312762.html,"Official federation roster confirms this source identity/role, but no sufficiently current and specific A/B employer-title evidence was found in this batch; name-only matches were rejected."
156,FC2515-P05-R0034,河北,34,IDENTITY_ONLY_OFFICIAL_ROSTER,张海,,,UNRESOLVED_CURRENT_ORG_TITLE,A,https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_he/202207/t20220715_312762.html,"Official federation roster confirms this source identity/role, but no sufficiently current and specific A/B employer-title evidence was found in this batch; name-only matches were rejected."
157,FC2515-P05-R0035,河北,35,IDENTITY_ONLY_OFFICIAL_ROSTER,卢庆国,,,UNRESOLVED_CURRENT_ORG_TITLE,A,https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_he/202207/t20220715_312762.html,"Official federation roster confirms this source identity/role, but no sufficiently current and specific A/B employer-title evidence was found in this batch; name-only matches were rejected."
158,FC2515-P05-R0036,河北,36,IDENTITY_ONLY_OFFICIAL_ROSTER,屈国旺,,,UNRESOLVED_CURRENT_ORG_TITLE,A,https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_he/202207/t20220715_312762.html,"Official federation roster confirms this source identity/role, but no sufficiently current and specific A/B employer-title evidence was found in this batch; name-only matches were rejected."
159,FC2515-P05-R0037,河北,37,IDENTITY_ONLY_OFFICIAL_ROSTER,李志永,,,UNRESOLVED_CURRENT_ORG_TITLE,A,https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_he/202207/t20220715_312762.html,"Official federation roster confirms this source identity/role, but no sufficiently current and specific A/B employer-title evidence was found in this batch; name-only matches were rejected."
160,FC2515-P05-R0038,河北,38,IDENTITY_ONLY_OFFICIAL_ROSTER,林东旭,,,UNRESOLVED_CURRENT_ORG_TITLE,A,https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_he/202207/t20220715_312762.html,"Official federation roster confirms this source identity/role, but no sufficiently current and specific A/B employer-title evidence was found in this batch; name-only matches were rejected."
161,FC2515-P05-R0039,河北,39,IDENTITY_ONLY_OFFICIAL_ROSTER,张书军,,,UNRESOLVED_CURRENT_ORG_TITLE,A,https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_he/202207/t20220715_312762.html,"Official federation roster confirms this source identity/role, but no sufficiently current and specific A/B employer-title evidence was found in this batch; name-only matches were rejected."
162,FC2515-P05-R0040,河北,40,IDENTITY_ONLY_OFFICIAL_ROSTER,叶逢光,,,UNRESOLVED_CURRENT_ORG_TITLE,A,https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_he/202207/t20220715_312762.html,"Official federation roster confirms this source identity/role, but no sufficiently current and specific A/B employer-title evidence was found in this batch; name-only matches were rejected."
163,FC2515-P05-R0041,河北,41,IDENTITY_ONLY_OFFICIAL_ROSTER,石晟阳,,,UNRESOLVED_CURRENT_ORG_TITLE,A,https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_he/202207/t20220715_312762.html,"Official federation roster confirms this source identity/role, but no sufficiently current and specific A/B employer-title evidence was found in this batch; name-only matches were rejected."
164,FC2515-P05-R0042,河北,42,IDENTITY_ONLY_OFFICIAL_ROSTER,姚军战,,,UNRESOLVED_CURRENT_ORG_TITLE,A,https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_he/202207/t20220715_312762.html,"Official federation roster confirms this source identity/role, but no sufficiently current and specific A/B employer-title evidence was found in this batch; name-only matches were rejected."
165,FC2515-P05-R0043,河北,43,IDENTITY_ONLY_OFFICIAL_ROSTER,李高斯,,,UNRESOLVED_CURRENT_ORG_TITLE,A,https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_he/202207/t20220715_312762.html,"Official federation roster confirms this source identity/role, but no sufficiently current and specific A/B employer-title evidence was found in this batch; name-only matches were rejected."
166,FC2515-P05-R0044,河北,44,IDENTITY_ONLY_OFFICIAL_ROSTER,丁圣沧,,,UNRESOLVED_CURRENT_ORG_TITLE,A,https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_he/202207/t20220715_312762.html,"Official federation roster confirms this source identity/role, but no sufficiently current and specific A/B employer-title evidence was found in this batch; name-only matches were rejected."
167,FC2515-P05-R0045,河北,45,IDENTITY_ONLY_OFFICIAL_ROSTER,孟连周,,,UNRESOLVED_CURRENT_ORG_TITLE,A,https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_he/202207/t20220715_312762.html,"Official federation roster confirms this source identity/role, but no sufficiently current and specific A/B employer-title evidence was found in this batch; name-only matches were rejected."
168,FC2515-P05-R0046,河北,46,IDENTITY_ONLY_OFFICIAL_ROSTER,魏海金,,,UNRESOLVED_CURRENT_ORG_TITLE,A,https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_he/202207/t20220715_312762.html,"Official federation roster confirms this source identity/role, but no sufficiently current and specific A/B employer-title evidence was found in this batch; name-only matches were rejected."
169,FC2515-P05-R0047,河北,47,CURRENT_ENTERPRISE_ROLE_IDENTIFIED,郭龙鑫,河北普阳钢铁有限公司,董事长,CURRENT_ORG_TITLE_CONFIRMED,A,https://gxt.hebei.gov.cn/hbgyhxxht/xwzx32/snxw40/2025073109151955704/index.html,
170,FC2515-P05-R0048,河北,48,IDENTITY_ONLY_OFFICIAL_ROSTER,王力崇,,,UNRESOLVED_CURRENT_ORG_TITLE,A,https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_he/202207/t20220715_312762.html,"Official federation roster confirms this source identity/role, but no sufficiently current and specific A/B employer-title evidence was found in this batch; name-only matches were rejected."
171,FC2515-P05-R0049,河北,49,IDENTITY_ONLY_OFFICIAL_ROSTER,周军,,,UNRESOLVED_CURRENT_ORG_TITLE,A,https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_he/202207/t20220715_312762.html,"Official federation roster confirms this source identity/role, but no sufficiently current and specific A/B employer-title evidence was found in this batch; name-only matches were rejected."
172,FC2515-P05-R0050,河北,50,IDENTITY_ONLY_OFFICIAL_ROSTER,高彦明,,,UNRESOLVED_CURRENT_ORG_TITLE,A,https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_he/202207/t20220715_312762.html,"Official federation roster confirms this source identity/role, but no sufficiently current and specific A/B employer-title evidence was found in this batch; name-only matches were rejected."
173,FC2515-P05-R0051,河北,51,IDENTITY_ONLY_OFFICIAL_ROSTER,马兵,,,UNRESOLVED_CURRENT_ORG_TITLE,A,https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_he/202207/t20220715_312762.html,"Official federation roster confirms this source identity/role, but no sufficiently current and specific A/B employer-title evidence was found in this batch; name-only matches were rejected."
174,FC2515-P05-R0052,河北,52,IDENTITY_ONLY_OFFICIAL_ROSTER,马忠华,,,UNRESOLVED_CURRENT_ORG_TITLE,A,https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_he/202207/t20220715_312762.html,"Official federation roster confirms this source identity/role, but no sufficiently current and specific A/B employer-title evidence was found in this batch; name-only matches were rejected."
175,FC2515-P05-R0053,河北,53,IDENTITY_ONLY_OFFICIAL_ROSTER,王勇,,,UNRESOLVED_CURRENT_ORG_TITLE,A,https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_he/202207/t20220715_312762.html,"Official federation roster confirms this source identity/role, but no sufficiently current and specific A/B employer-title evidence was found in this batch; name-only matches were rejected."
176,FC2515-P05-R0054,河北,54,IDENTITY_ONLY_OFFICIAL_ROSTER,王大玮,,,UNRESOLVED_CURRENT_ORG_TITLE,A,https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_he/202207/t20220715_312762.html,"Official federation roster confirms this source identity/role, but no sufficiently current and specific A/B employer-title evidence was found in this batch; name-only matches were rejected."
177,FC2515-P05-R0055,河北,55,IDENTITY_ONLY_OFFICIAL_ROSTER,王子峥,,,UNRESOLVED_CURRENT_ORG_TITLE,A,https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_he/202207/t20220715_312762.html,"Official federation roster confirms this source identity/role, but no sufficiently current and specific A/B employer-title evidence was found in this batch; name-only matches were rejected."
178,FC2515-P05-R0056,河北,56,IDENTITY_ONLY_OFFICIAL_ROSTER,王冰玉,,,UNRESOLVED_CURRENT_ORG_TITLE,A,https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_he/202207/t20220715_312762.html,"Official federation roster confirms this source identity/role, but no sufficiently current and specific A/B employer-title evidence was found in this batch; name-only matches were rejected."
179,FC2515-P05-R0057,河北,57,IDENTITY_ONLY_OFFICIAL_ROSTER,王志民,,,UNRESOLVED_CURRENT_ORG_TITLE,A,https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_he/202207/t20220715_312762.html,"Official federation roster confirms this source identity/role, but no sufficiently current and specific A/B employer-title evidence was found in this batch; name-only matches were rejected."
180,FC2515-P05-R0058,河北,58,IDENTITY_ONLY_OFFICIAL_ROSTER,王秀红,,,UNRESOLVED_CURRENT_ORG_TITLE,A,https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_he/202207/t20220715_312762.html,"Official federation roster confirms this source identity/role, but no sufficiently current and specific A/B employer-title evidence was found in this batch; name-only matches were rejected."
181,FC2515-P05-R0059,河北,59,IDENTITY_ONLY_OFFICIAL_ROSTER,王季文,,,UNRESOLVED_CURRENT_ORG_TITLE,A,https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_he/202207/t20220715_312762.html,"Official Hebei federation roster confirms this source identity/role, but this batch did not find sufficiently current and specific public evidence to assign a current organization/title without risking a name-only match."
182,FC2515-P05-R0060,河北,60,IDENTITY_ONLY_OFFICIAL_ROSTER,王建立,,,UNRESOLVED_CURRENT_ORG_TITLE,A,https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_he/202207/t20220715_312762.html,"Official Hebei federation roster confirms this source identity/role, but this batch did not find sufficiently current and specific public evidence to assign a current organization/title without risking a name-only match."
183,FC2515-P05-R0061,河北,61,CURRENT_PUBLIC_ROLE_IDENTIFIED,王建江,中国人民政治协商会议河北省邢台市委员会,副主席,CURRENT_ORG_TITLE_CONFIRMED,B,https://www.hebjjrb.cn/system/2026/03/29/102166537.shtml,
184,FC2515-P05-R0062,河北,62,IDENTITY_ONLY_OFFICIAL_ROSTER,王轶超,,,UNRESOLVED_CURRENT_ORG_TITLE,A,https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_he/202207/t20220715_312762.html,"Official Hebei federation roster confirms this source identity/role, but this batch did not find sufficiently current and specific public evidence to assign a current organization/title without risking a name-only match."
185,FC2515-P05-R0064,河北,64,IDENTITY_ONLY_OFFICIAL_ROSTER,王炳章,,,UNRESOLVED_CURRENT_ORG_TITLE,A,https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_he/202207/t20220715_312762.html,"Official Hebei federation roster confirms this source identity/role, but this batch did not find sufficiently current and specific public evidence to assign a current organization/title without risking a name-only match."
186,FC2515-P05-R0065,河北,65,IDENTITY_ONLY_OFFICIAL_ROSTER,王根才,,,UNRESOLVED_CURRENT_ORG_TITLE,A,https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_he/202207/t20220715_312762.html,"Official Hebei federation roster confirms this source identity/role, but this batch did not find sufficiently current and specific public evidence to assign a current organization/title without risking a name-only match."
187,FC2515-P05-R0066,河北,66,IDENTITY_ONLY_OFFICIAL_ROSTER,王铉斐,,,UNRESOLVED_CURRENT_ORG_TITLE,A,https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_he/202207/t20220715_312762.html,"Official Hebei federation roster confirms this source identity/role, but this batch did not find sufficiently current and specific public evidence to assign a current organization/title without risking a name-only match."
188,FC2515-P05-R0067,河北,67,IDENTITY_ONLY_OFFICIAL_ROSTER,王彩霞,,,UNRESOLVED_CURRENT_ORG_TITLE,A,https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_he/202207/t20220715_312762.html,"Official Hebei federation roster confirms this source identity/role, but this batch did not find sufficiently current and specific public evidence to assign a current organization/title without risking a name-only match."
189,FC2515-P05-R0068,河北,68,CURRENT_ENTERPRISE_ROLE_IDENTIFIED,卢勇,秦皇岛星箭特种玻璃有限公司,党支部书记、董事长,CURRENT_ORG_TITLE_CONFIRMED,B,https://cpc.people.com.cn/n1/2026/0709/c462314-40756868.html,
190,FC2515-P05-R0069,河北,69,IDENTITY_ONLY_OFFICIAL_ROSTER,叶少华,,,UNRESOLVED_CURRENT_ORG_TITLE,A,https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_he/202207/t20220715_312762.html,"Official Hebei federation roster confirms this source identity/role, but this batch did not find sufficiently current and specific public evidence to assign a current organization/title without risking a name-only match."
191,FC2515-P05-R0070,河北,70,IDENTITY_ONLY_OFFICIAL_ROSTER,田明晖,,,UNRESOLVED_CURRENT_ORG_TITLE,A,https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_he/202207/t20220715_312762.html,"Official Hebei federation roster confirms this source identity/role, but this batch did not find sufficiently current and specific public evidence to assign a current organization/title without risking a name-only match."
192,FC2515-P05-R0071,河北,71,IDENTITY_ONLY_OFFICIAL_ROSTER,田树波,,,UNRESOLVED_CURRENT_ORG_TITLE,A,https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_he/202207/t20220715_312762.html,"Official Hebei federation roster confirms this source identity/role, but this batch did not find sufficiently current and specific public evidence to assign a current organization/title without risking a name-only match."
193,FC2515-P05-R0072,河北,72,IDENTITY_ONLY_OFFICIAL_ROSTER,付志伟,,,UNRESOLVED_CURRENT_ORG_TITLE,A,https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_he/202207/t20220715_312762.html,"Official Hebei federation roster confirms this source identity/role, but this batch did not find sufficiently current and specific public evidence to assign a current organization/title without risking a name-only match."
194,FC2515-P05-R0073,河北,73,IDENTITY_ONLY_OFFICIAL_ROSTER,白春生,,,UNRESOLVED_CURRENT_ORG_TITLE,A,https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_he/202207/t20220715_312762.html,"Official Hebei federation roster confirms this source identity/role, but this batch did not find sufficiently current and specific public evidence to assign a current organization/title without risking a name-only match."
195,FC2515-P05-R0074,河北,74,IDENTITY_ONLY_OFFICIAL_ROSTER,边志华,,,UNRESOLVED_CURRENT_ORG_TITLE,A,https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_he/202207/t20220715_312762.html,"Official Hebei federation roster confirms this source identity/role, but this batch did not find sufficiently current and specific public evidence to assign a current organization/title without risking a name-only match."
196,FC2515-P05-R0075,河北,75,IDENTITY_ONLY_OFFICIAL_ROSTER,刘清,,,UNRESOLVED_CURRENT_ORG_TITLE,A,https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_he/202207/t20220715_312762.html,"Official Hebei federation roster confirms this source identity/role, but this batch did not find sufficiently current and specific public evidence to assign a current organization/title without risking a name-only match."
197,FC2515-P05-R0076,河北,76,CURRENT_ENTERPRISE_ROLE_IDENTIFIED,刘延云,河北千喜鹤饮食股份有限公司,董事长,CURRENT_ORG_TITLE_CONFIRMED,A,https://www.acfic.org.cn/lqfw/zzjs/zwdwjs/202506/t20250617_309772.html,
198,FC2515-P05-R0077,河北,77,IDENTITY_ONLY_OFFICIAL_ROSTER,刘庆虎,,,UNRESOLVED_CURRENT_ORG_TITLE,A,https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_he/202207/t20220715_312762.html,"Official Hebei federation roster confirms this source identity/role, but this batch did not find sufficiently current and specific public evidence to assign a current organization/title without risking a name-only match."
199,FC2515-P05-R0078,河北,78,IDENTITY_ONLY_OFFICIAL_ROSTER,刘宏志,,,UNRESOLVED_CURRENT_ORG_TITLE,A,https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_he/202207/t20220715_312762.html,"Official Hebei federation roster confirms this source identity/role, but this batch did not find sufficiently current and specific public evidence to assign a current organization/title without risking a name-only match."
200,FC2515-P05-R0079,河北,79,IDENTITY_ONLY_OFFICIAL_ROSTER,刘俊良,,,UNRESOLVED_CURRENT_ORG_TITLE,A,https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_he/202207/t20220715_312762.html,"Official Hebei federation roster confirms this source identity/role, but this batch did not find sufficiently current and specific public evidence to assign a current organization/title without risking a name-only match."
201,FC2515-P05-R0080,河北,80,IDENTITY_ONLY_OFFICIAL_ROSTER,闫利艳,,,UNRESOLVED_CURRENT_ORG_TITLE,A,https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_he/202207/t20220715_312762.html,"Official Hebei federation roster confirms this source identity/role, but this batch did not find sufficiently current and specific public evidence to assign a current organization/title without risking a name-only match."
202,FC2515-P05-R0081,河北,81,IDENTITY_ONLY_OFFICIAL_ROSTER,孙清良,,,UNRESOLVED_CURRENT_ORG_TITLE,A,https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_he/202207/t20220715_312762.html,"Official Hebei federation roster confirms this source identity/role, but this batch did not find sufficiently current and specific public evidence to assign a current organization/title without risking a name-only match."
203,FC2515-P05-R0082,河北,82,IDENTITY_ONLY_OFFICIAL_ROSTER,李玉国,,,UNRESOLVED_CURRENT_ORG_TITLE,A,https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_he/202207/t20220715_312762.html,"Official Hebei federation roster confirms this source identity/role, but this batch did not find sufficiently current and specific public evidence to assign a current organization/title without risking a name-only match."
204,FC2515-P05-R0083,河北,83,IDENTITY_ONLY_OFFICIAL_ROSTER,李西平,,,UNRESOLVED_CURRENT_ORG_TITLE,A,https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_he/202207/t20220715_312762.html,"Official Hebei federation roster confirms this source identity/role, but this batch did not find sufficiently current and specific public evidence to assign a current organization/title without risking a name-only match."
205,FC2515-P05-R0084,河北,84,IDENTITY_ONLY_OFFICIAL_ROSTER,李宏涛,,,UNRESOLVED_CURRENT_ORG_TITLE,A,https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_he/202207/t20220715_312762.html,"Official Hebei federation roster confirms this source identity/role, but this batch did not find sufficiently current and specific public evidence to assign a current organization/title without risking a name-only match."
206,FC2515-P05-R0085,河北,85,CURRENT_PUBLIC_ROLE_IDENTIFIED,李明辉,河北省工商业联合会,党组成员、秘书长,CURRENT_ORG_TITLE_CONFIRMED,B,https://www.sohu.com/a/1027817999_121196328,
207,FC2515-P05-R0086,河北,86,IDENTITY_ONLY_OFFICIAL_ROSTER,李保红,,,UNRESOLVED_CURRENT_ORG_TITLE,A,https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_he/202207/t20220715_312762.html,"Official Hebei federation roster confirms this source identity/role, but this batch did not find sufficiently current and specific public evidence to assign a current organization/title without risking a name-only match."
208,FC2515-P05-R0087,河北,87,IDENTITY_ONLY_OFFICIAL_ROSTER,李鹏亮,,,UNRESOLVED_CURRENT_ORG_TITLE,A,https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_he/202207/t20220715_312762.html,"Official Hebei federation roster confirms this source identity/role, but this batch did not find sufficiently current and specific public evidence to assign a current organization/title without risking a name-only match."
209,FC2515-P05-R0088,河北,88,CURRENT_ENTERPRISE_ROLE_IDENTIFIED,李藏稳,河北华密新材科技股份有限公司,董事长,CURRENT_ORG_TITLE_CONFIRMED,A,https://www.acfic.org.cn/gdgslgz/hb/bjgslgz/202512/t20251209_323112.html,
210,FC2515-P05-R0089,河北,89,IDENTITY_ONLY_OFFICIAL_ROSTER,肖飞,,,UNRESOLVED_CURRENT_ORG_TITLE,A,https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_he/202207/t20220715_312762.html,"Official Hebei federation roster confirms this source identity/role, but this batch did not find sufficiently current and specific public evidence to assign a current organization/title without risking a name-only match."
211,FC2515-P05-R0090,河北,90,IDENTITY_ONLY_OFFICIAL_ROSTER,辛群来,,,UNRESOLVED_CURRENT_ORG_TITLE,A,https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_he/202207/t20220715_312762.html,"Official Hebei federation roster confirms this source identity/role, but this batch did not find sufficiently current and specific public evidence to assign a current organization/title without risking a name-only match."
212,FC2515-P05-R0091,河北,91,IDENTITY_ONLY_OFFICIAL_ROSTER,宋建国,,,UNRESOLVED_CURRENT_ORG_TITLE,A,https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_he/202207/t20220715_312762.html,"Official Hebei federation roster confirms this source identity/role, but this batch did not find sufficiently current and specific public evidence to assign a current organization/title without risking a name-only match."
213,FC2515-P05-R0092,河北,92,IDENTITY_ONLY_OFFICIAL_ROSTER,宋炳方,,,UNRESOLVED_CURRENT_ORG_TITLE,A,https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_he/202207/t20220715_312762.html,"Official Hebei federation roster confirms this source identity/role, but this batch did not find sufficiently current and specific public evidence to assign a current organization/title without risking a name-only match."
214,FC2515-P05-R0093,河北,93,IDENTITY_ONLY_OFFICIAL_ROSTER,张驰,,,UNRESOLVED_CURRENT_ORG_TITLE,A,https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_he/202207/t20220715_312762.html,"Official Hebei federation roster confirms this source identity/role, but this batch did not find sufficiently current and specific public evidence to assign a current organization/title without risking a name-only match."
215,FC2515-P05-R0094,河北,94,IDENTITY_ONLY_OFFICIAL_ROSTER,张辉,,,UNRESOLVED_CURRENT_ORG_TITLE,A,https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_he/202207/t20220715_312762.html,"Official Hebei federation roster confirms this source identity/role, but this batch did not find sufficiently current and specific public evidence to assign a current organization/title without risking a name-only match."
216,FC2515-P05-R0095,河北,95,IDENTITY_ONLY_OFFICIAL_ROSTER,张玉虎,,,UNRESOLVED_CURRENT_ORG_TITLE,A,https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_he/202207/t20220715_312762.html,"Official Hebei federation roster confirms this source identity/role, but this batch did not find sufficiently current and specific public evidence to assign a current organization/title without risking a name-only match."
217,FC2515-P05-R0096,河北,96,IDENTITY_ONLY_OFFICIAL_ROSTER,张志祥,,,UNRESOLVED_CURRENT_ORG_TITLE,A,https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_he/202207/t20220715_312762.html,"Official Hebei federation roster confirms this source identity/role, but this batch did not find sufficiently current and specific public evidence to assign a current organization/title without risking a name-only match."
218,FC2515-P05-R0097,河北,97,IDENTITY_ONLY_OFFICIAL_ROSTER,张丽英,,,UNRESOLVED_CURRENT_ORG_TITLE,A,https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_he/202207/t20220715_312762.html,"Official Hebei federation roster confirms this source identity/role, but this batch did not find sufficiently current and specific public evidence to assign a current organization/title without risking a name-only match."
219,FC2515-P05-R0098,河北,98,IDENTITY_ONLY_OFFICIAL_ROSTER,张连水,,,UNRESOLVED_CURRENT_ORG_TITLE,A,https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_he/202207/t20220715_312762.html,"Official Hebei federation roster confirms this source identity/role, but this batch did not find sufficiently current and specific public evidence to assign a current organization/title without risking a name-only match."
220,FC2515-P05-R0099,河北,99,IDENTITY_ONLY_OFFICIAL_ROSTER,张晓明,,,UNRESOLVED_CURRENT_ORG_TITLE,A,https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_he/202207/t20220715_312762.html,"Official Hebei federation roster confirms this source identity/role, but this batch did not find sufficiently current and specific public evidence to assign a current organization/title without risking a name-only match."
221,FC2515-P05-R0100,河北,100,IDENTITY_ONLY_OFFICIAL_ROSTER,陆洪兵,,,UNRESOLVED_CURRENT_ORG_TITLE,A,https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_he/202207/t20220715_312762.html,"Official Hebei federation roster confirms this source identity/role, but this batch did not find sufficiently current and specific public evidence to assign a current organization/title without risking a name-only match."
